1:65000-70000	OR4F5
17:1645000-1650000	RILP
17:1680000-1685000	PRPF8
17:1710000-1715000	TLCD2
17:1715000-1720000	WDR81
17:1740000-1745000	SERPINF2
17:1760000-1765000	SERPINF1
17:1825000-1830000	RPA1
17:1830000-1835000	SMYD4
17:2025000-2030000	RTN4RL1
17:2030000-2035000	DPH1
17:2040000-2045000	OVCA2
17:2050000-2055000	HIC1
17:2300000-2305000	SMG6
17:2300000-2305000	SRR
17:2335000-2340000	TSR1
17:2335000-2340000	SGSM2
17:2400000-2405000	MNT
17:2510000-2515000	METTL16
17:2590000-2595000	PAFAH1B1
17:2710000-2715000	CLUH
17:2755000-2760000	RAP1GAP2
17:3060000-3065000	OR1D5
17:3100000-3105000	OR1D2
17:3125000-3130000	OR1G1
17:3195000-3200000	OR1A2
17:3205000-3210000	OR1A1
17:3295000-3300000	OR3A1
17:3385000-3390000	OR3A2
17:3385000-3390000	OR1R1P
17:3395000-3400000	OR1E1
17:3410000-3415000	OR3A3
17:3430000-3435000	OR1E2
17:3470000-3475000	ASPA
17:3510000-3515000	SPATA22
17:3555000-3560000	TRPV3
17:3605000-3610000	TRPV1
17:3635000-3640000	RP11-235E17.2
17:3635000-3640000	SHPK
17:3635000-3640000	CTNS
17:3665000-3670000	TAX1BP3
17:3665000-3670000	EMC6
17:3695000-3700000	P2RX5-TAX1BP3
17:3695000-3700000	P2RX5
17:3720000-3725000	HASPIN
17:3800000-3805000	ITGAE
17:3845000-3850000	NCBP3
17:3890000-3895000	CAMKK1
17:3915000-3920000	P2RX1
17:3960000-3965000	ATP2A3
17:4140000-4145000	ZZEF1
17:4140000-4145000	CYB5D2
17:4260000-4265000	ANKFY1
17:4365000-4370000	UBE2G1
17:4430000-4435000	SPNS3
17:4495000-4500000	SPNS2
17:4555000-4560000	MYBBP1A
17:4560000-4565000	GGT6
17:4580000-4585000	SMTNL2
17:4640000-4645000	ALOX15
17:4700000-4705000	PELP1
17:4710000-4715000	ARRB2
17:4730000-4735000	MED11
17:4735000-4740000	CXCL16
17:4735000-4740000	ZMYND15
17:4770000-4775000	TM4SF5
17:4785000-4790000	VMO1
17:4785000-4790000	GLTPD2
17:4795000-4800000	PSMB6
17:4805000-4810000	C17orf114
17:4805000-4810000	PLD2
17:4830000-4835000	MINK1
17:4895000-4900000	C17orf107
17:4930000-4935000	CHRNE
17:4930000-4935000	GP1BA
17:4940000-4945000	SLC25A11
17:4940000-4945000	RNF167
17:4945000-4950000	PFN1
17:4945000-4950000	ENO3
17:4965000-4970000	SPAG7
17:4985000-4990000	CAMTA2
17:4995000-5000000	INCA1
17:4995000-5000000	KIF1C
17:5050000-5055000	SLC52A1
17:5075000-5080000	ZFP3
17:5115000-5120000	USP6
17:5120000-5125000	ZNF232
17:5190000-5195000	ZNF594
17:5230000-5235000	SCIMP
17:5280000-5285000	RABEP1
17:5415000-5420000	NUP88
17:5415000-5420000	RPAIN
17:5445000-5450000	C1QBP
17:5465000-5470000	DHX33
17:5485000-5490000	DERL2
17:5485000-5490000	MIS12
17:5500000-5505000	RP11-807C20.3
17:5615000-5620000	NLRP1
17:5770000-5775000	RP11-960B9.3
17:6055000-6060000	WSCD1
17:6435000-6440000	AIPL1
17:6440000-6445000	PIMREG
17:6555000-6560000	PITPNM3
17:6640000-6645000	KIAA0753
17:6640000-6645000	CTC-281F24.5
17:6640000-6645000	TXNDC17
17:6650000-6655000	MED31
17:6650000-6655000	C17orf100
17:6710000-6715000	SLC13A5
17:6755000-6760000	XAF1
17:6775000-6780000	FBXO39
17:6830000-6835000	TEKT1
17:6995000-7000000	ALOX12
17:7010000-7015000	RNASEK
17:7010000-7015000	RNASEK-C17orf49
17:7010000-7015000	C17orf49
17:7020000-7025000	BCL6B
17:7035000-7040000	SLC16A13
17:7040000-7045000	SLC16A11
17:7080000-7085000	CLEC10A
17:7115000-7120000	ASGR2
17:7175000-7180000	ASGR1
17:7215000-7220000	DLG4
17:7215000-7220000	ACADVL
17:7230000-7235000	DVL2
17:7235000-7240000	PHF23
17:7240000-7245000	GABARAP
17:7240000-7245000	CTD-2545G14.7
17:7250000-7255000	CTDNEP1
17:7250000-7255000	ELP5
17:7260000-7265000	RP1-4G17.5
17:7260000-7265000	CLDN7
17:7280000-7285000	SLC2A4
17:7290000-7295000	YBX2
17:7305000-7310000	EIF5A
17:7315000-7320000	GPS2
17:7315000-7320000	RP11-542C16.2
17:7325000-7330000	NEURL4
17:7335000-7340000	ACAP1
17:7350000-7355000	KCTD11
17:7355000-7360000	TMEM95
17:7380000-7385000	TNK1
17:7390000-7395000	PLSCR3
17:7400000-7405000	TMEM256-PLSCR3
17:7400000-7405000	TMEM256
17:7400000-7405000	NLGN2
17:7420000-7425000	SPEM1
17:7425000-7430000	SPEM2
17:7425000-7430000	SPEM3
17:7425000-7430000	RP11-104H15.13
17:7435000-7440000	TMEM102
17:7435000-7440000	FGF11
17:7445000-7450000	CHRNB1
17:7480000-7485000	ZBTB4
17:7480000-7485000	SLC35G6
17:7480000-7485000	POLR2A
17:7545000-7550000	TNFSF12
17:7545000-7550000	TNFSF12-TNFSF13
17:7555000-7560000	TNFSF13
17:7560000-7565000	SENP3
17:7560000-7565000	SENP3-EIF4A1
17:7570000-7575000	EIF4A1
17:7575000-7580000	CD68
17:7580000-7585000	MPDU1
17:7590000-7595000	SOX15
17:7610000-7615000	FXR2
17:7610000-7615000	SHBG
17:7625000-7630000	SAT2
17:7645000-7650000	ATP1B2
17:7685000-7690000	TP53
17:7685000-7690000	WRAP53
17:7705000-7710000	EFNB3
17:7715000-7720000	DNAH2
17:7830000-7835000	KDM6B
17:7855000-7860000	TMEM88
17:7855000-7860000	CYB5D1
17:7880000-7885000	CHD3
17:7885000-7890000	NAA38
17:7915000-7920000	RNF227
17:7925000-7930000	KCNAB3
17:7930000-7935000	RP11-1099M24.7
17:7930000-7935000	TRAPPC1
17:7930000-7935000	CNTROB
17:8000000-8005000	GUCY2D
17:8035000-8040000	ALOX15B
17:8085000-8090000	ALOX12B
17:8115000-8120000	ALOXE3
17:8120000-8125000	HES7
17:8155000-8160000	PER1
17:8160000-8165000	RP11-599B13.6
17:8160000-8165000	VAMP2
17:8175000-8180000	TMEM107
17:8190000-8195000	BORCS6
17:8210000-8215000	AURKB
17:8245000-8250000	CTC1
17:8245000-8250000	PFAS
17:8285000-8290000	RANGRF
17:8295000-8300000	SLC25A35
17:8310000-8315000	ARHGEF15
17:8335000-8340000	ODF4
17:8375000-8380000	KRBA2
17:8380000-8385000	RP11-849F2.7
17:8380000-8385000	RPL26
17:8395000-8400000	RNF222
17:8410000-8415000	NDEL1
17:8630000-8635000	MYH10
17:8745000-8750000	CCDC42
17:8755000-8760000	SPDYE4
17:8795000-8800000	MFSD6L
17:8865000-8870000	PIK3R6
17:8965000-8970000	PIK3R5
17:9020000-9025000	NTN1
17:9575000-9580000	STX8
17:9575000-9580000	CFAP52
17:9640000-9645000	USP43
17:9790000-9795000	DHRS7C
17:9820000-9825000	GSG1L2
17:9820000-9825000	GLP2R
17:9905000-9910000	RCVRN
17:10195000-10200000	GAS7
17:10370000-10375000	MYH13
17:10420000-10425000	MYH8
17:10465000-10470000	MYH4
17:10515000-10520000	MYH1
17:10545000-10550000	MYH2
17:10655000-10660000	MYH3
17:10695000-10700000	SCO1
17:10695000-10700000	ADPRM
17:10730000-10735000	TMEM220
17:10800000-10805000	TMEM238L
17:10835000-10840000	PIRT
17:11240000-11245000	SHISA6
17:11595000-11600000	DNAH9
17:11995000-12000000	ZNF18
17:12020000-12025000	MAP2K4
17:12665000-12670000	MYOCD
17:12785000-12790000	ARHGAP44
17:13015000-13020000	ELAC2
17:13600000-13605000	HS3ST3A1
17:14065000-14070000	COX10
17:14235000-14240000	CDRT15
17:14300000-14305000	HS3ST3B1
17:15270000-15275000	PMP22
17:15340000-15345000	TEKT3
17:15500000-15505000	CDRT4
17:15560000-15565000	TVP23C-CDRT4
17:15560000-15565000	TVP23C
17:15615000-15620000	CDRT1
17:15650000-15655000	RP11-385D13.1
17:15680000-15685000	TRIM16
17:15695000-15700000	ZNF286A
17:15695000-15700000	AC005324.8
17:15730000-15735000	TBC1D26
17:15945000-15950000	ADORA2B
17:15995000-16000000	ZSWIM7
17:15995000-16000000	TTC19
17:16215000-16220000	NCOR1
17:16215000-16220000	PIGL
17:16350000-16355000	CENPV
17:16380000-16385000	UBB
17:16415000-16420000	TRPV2
17:16490000-16495000	LRRC75A
17:16565000-16570000	ZNF287
17:16650000-16655000	ZNF624
17:16685000-16690000	CCDC144A
17:16690000-16695000	RP11-219A15.1
17:16970000-16975000	TNFRSF13B
17:17040000-17045000	MPRIP
17:17205000-17210000	PLD6
17:17235000-17240000	RP11-45M22.4
17:17235000-17240000	FLCN
17:17280000-17285000	COPS3
17:17300000-17305000	NT5M
17:17475000-17480000	MED9
17:17495000-17500000	RASD1
17:17590000-17595000	PEMT
17:17680000-17685000	RAI1
17:17835000-17840000	SREBF1
17:17970000-17975000	TOM1L2
17:17970000-17975000	DRC3
17:18035000-18040000	ATPAF2
17:18035000-18040000	GID4
17:18085000-18090000	DRG2
17:18105000-18110000	MYO15A
17:18180000-18185000	ALKBH5
17:18225000-18230000	LLGL1
17:18255000-18260000	FLII
17:18260000-18265000	MIEF2
17:18315000-18320000	TOP3A
17:18315000-18320000	SMCR8
17:18360000-18365000	SHMT1
17:18375000-18380000	EVPLL
17:18475000-18480000	LGALS9C
17:18640000-18645000	TBC1D28
17:18680000-18685000	FOXO3B
17:18740000-18745000	FBXW10
17:18780000-18785000	TVP23B
17:18840000-18845000	PRPSAP2
17:18950000-18955000	SLC5A10
17:19000000-19005000	FAM83G
17:19045000-19050000	GRAP
17:19125000-19130000	GRAPL
17:19215000-19220000	EPN2
17:19375000-19380000	B9D1
17:19375000-19380000	MAPK7
17:19385000-19390000	MFAP4
17:19410000-19415000	RNF112
17:19495000-19500000	SLC47A1
17:19645000-19650000	ALDH3A2
17:19715000-19720000	SLC47A2
17:19745000-19750000	ALDH3A1
17:19865000-19870000	ULK2
17:19975000-19980000	AKAP10
17:20005000-20010000	SPECC1
17:20465000-20470000	LGALS9B
17:20575000-20580000	CDRT15L2
17:21040000-21045000	USP22
17:21120000-21125000	DHRS7B
17:21210000-21215000	TMEM11
17:21250000-21255000	NATD1
17:21280000-21285000	MAP2K3
17:21375000-21380000	KCNJ12
17:21690000-21695000	KCNJ18
17:22520000-22525000	MTRNR2L1
17:27290000-27295000	WSB1
17:27455000-27460000	KSR1
17:27620000-27625000	AC015688.3
17:27625000-27630000	LGALS9
17:27800000-27805000	NOS2
17:27890000-27895000	RP1-66C13.4
17:27890000-27895000	LYRM9
17:28040000-28045000	NLK
17:28315000-28320000	TMEM97
17:28335000-28340000	IFT20
17:28335000-28340000	TNFAIP1
17:28355000-28360000	POLDIP2
17:28355000-28360000	TMEM199
17:28360000-28365000	SARM1
17:28365000-28370000	SEBOX
17:28365000-28370000	CTB-96E2.2
17:28370000-28375000	VTN
17:28405000-28410000	SLC46A1
17:28470000-28475000	SLC13A2
17:28505000-28510000	FOXN1
17:28550000-28555000	UNC119
17:28570000-28575000	PIGS
17:28575000-28580000	ALDOC
17:28595000-28600000	SPAG5
17:28610000-28615000	RP11-192H23.4
17:28610000-28615000	RSKR
17:28645000-28650000	KIAA0100
17:28660000-28665000	SDF2
17:28660000-28665000	SUPT6H
17:28710000-28715000	PROCA1
17:28715000-28720000	RAB34
17:28715000-28720000	RPL23A
17:28725000-28730000	TLCD1
17:28725000-28730000	NEK8
17:28740000-28745000	TRAF4
17:28855000-28860000	FAM222B
17:28855000-28860000	ERAL1
17:28895000-28900000	FLOT2
17:28900000-28905000	DHRS13
17:28950000-28955000	PIPOX
17:28950000-28955000	PHF12
17:29005000-29010000	SEZ6
17:29075000-29080000	TIAF1
17:29180000-29185000	MYO18A
17:29245000-29250000	CRYBA1
17:29290000-29295000	NUFIP2
17:29390000-29395000	TAOK1
17:29565000-29570000	ABHD15
17:29565000-29570000	TP53I13
17:29585000-29590000	ANKRD13B
17:29590000-29595000	GIT1
17:29620000-29625000	CORO6
17:29925000-29930000	EFCAB5
17:29930000-29935000	SSH2
17:30115000-30120000	NSRP1
17:30235000-30240000	SLC6A4
17:30290000-30295000	BLMH
17:30330000-30335000	TMIGD1
17:30375000-30380000	CPD
17:30475000-30480000	GOSR1
17:30820000-30825000	CRLF3
17:30830000-30835000	ATAD5
17:30905000-30910000	TEFM
17:30905000-30910000	ADAP2
17:30970000-30975000	RNF135
17:31090000-31095000	NF1
17:31295000-31300000	OMG
17:31310000-31315000	EVI2B
17:31315000-31320000	CTD-2370N5.3
17:31320000-31325000	EVI2A
17:31390000-31395000	RAB11FIP4
17:31855000-31860000	COPRS
17:31900000-31905000	UTP6
17:31935000-31940000	SUZ12
17:32005000-32010000	LRRC37B
17:32140000-32145000	RHOT1
17:32265000-32270000	RHBDL3
17:32350000-32355000	C17orf75
17:32350000-32355000	ZNF207
17:32440000-32445000	PSMD11
17:32485000-32490000	CDK5R1
17:32875000-32880000	MYO1D
17:32925000-32930000	TMEM98
17:32970000-32975000	SPACA3
17:34170000-34175000	ASIC2
17:34255000-34260000	CCL2
17:34270000-34275000	CCL7
17:34285000-34290000	CCL11
17:34315000-34320000	CCL8
17:34355000-34360000	CCL13
17:34360000-34365000	CCL1
17:34575000-34580000	TMEM132E
17:34960000-34965000	ZNF830
17:34980000-34985000	CCT6B
17:34980000-34985000	LIG3
17:35085000-35090000	RFFL
17:35120000-35125000	RP5-837J1.3
17:35120000-35125000	RAD51D
17:35120000-35125000	FNDC8
17:35140000-35145000	NLE1
17:35145000-35150000	UNC45B
17:35190000-35195000	SLC35G3
17:35240000-35245000	SLFN5
17:35370000-35375000	SLFN11
17:35430000-35435000	SLFN12
17:35445000-35450000	SLFN13
17:35485000-35490000	SLFN12L
17:35560000-35565000	SLFN14
17:35575000-35580000	PEX12
17:35575000-35580000	AP2B1
17:35710000-35715000	TAF15
17:35730000-35735000	RASL10B
17:35750000-35755000	GAS2L2
17:35760000-35765000	C17orf50
17:35795000-35800000	MMP28
17:35865000-35870000	HEATR9
17:35880000-35885000	CCL5
17:35930000-35935000	RDM1
17:35940000-35945000	LYZL6
17:35980000-35985000	CCL16
17:35985000-35990000	CCL14
17:36000000-36005000	CCL15-CCL14
17:36000000-36005000	CCL15
17:36015000-36020000	CCL23
17:36060000-36065000	CCL18
17:36090000-36095000	CCL3
17:36100000-36105000	CCL4
17:36175000-36180000	TBC1D3B
17:36195000-36200000	CCL3L1
17:36210000-36215000	CCL4L2
17:36260000-36265000	TBC1D3I
17:36320000-36325000	TBC1D3G
17:36385000-36390000	TBC1D3H
17:36435000-36440000	TBC1D3F
17:36485000-36490000	ZNHIT3
17:36530000-36535000	PIGW
17:36540000-36545000	MYO19
17:36540000-36545000	GGNBP2
17:36590000-36595000	DHRS11
17:36600000-36605000	MRM1
17:36935000-36940000	LHX1
17:36945000-36950000	AATF
17:37375000-37380000	C17orf78
17:37405000-37410000	ACACA
17:37405000-37410000	TADA2A
17:37485000-37490000	DUSP14
17:37605000-37610000	SYNRG
17:37640000-37645000	DDX52
17:37745000-37750000	HNF1B
17:37920000-37925000	TBC1D3K
17:37985000-37990000	TBC1D3L
17:38000000-38005000	TBC1D3D
17:38065000-38070000	TBC1D3C
17:38125000-38130000	TBC1D3E
17:38190000-38195000	TBC1D3
17:38295000-38300000	MRPL45
17:38340000-38345000	GPR179
17:38350000-38355000	SOCS7
17:38415000-38420000	ARHGAP23
17:38605000-38610000	SRCIN1
17:38670000-38675000	EPOP
17:38705000-38710000	MLLT6
17:38730000-38735000	CISD3
17:38745000-38750000	PCGF2
17:38750000-38755000	PSMB3
17:38800000-38805000	PIP4K2B
17:38825000-38830000	CWC25
17:38840000-38845000	C17orf98
17:38850000-38855000	RPL23
17:38865000-38870000	LASP1
17:38925000-38930000	LINC00672
17:38965000-38970000	FBXO47
17:39150000-39155000	PLXDC1
17:39165000-39170000	ARL5C
17:39195000-39200000	CACNB1
17:39200000-39205000	RPL19
17:39225000-39230000	STAC2
17:39400000-39405000	FBXL20
17:39450000-39455000	MED1
17:39460000-39465000	CDK12
17:39605000-39610000	NEUROD2
17:39625000-39630000	PPP1R1B
17:39635000-39640000	STARD3
17:39665000-39670000	TCAP
17:39665000-39670000	PNMT
17:39685000-39690000	ERBB2
17:39695000-39700000	PGAP3
17:39730000-39735000	MIEN1
17:39735000-39740000	GRB7
17:39860000-39865000	IKZF3
17:39865000-39870000	ZPBP2
17:39915000-39920000	GSDMB
17:39925000-39930000	ORMDL3
17:39925000-39930000	LRRC3C
17:39950000-39955000	GSDMA
17:39980000-39985000	PSMD3
17:40015000-40020000	CSF3
17:40055000-40060000	THRA
17:40060000-40065000	MED24
17:40100000-40105000	NR1D1
17:40120000-40125000	MSL1
17:40140000-40145000	CASC3
17:40175000-40180000	RAPGEFL1
17:40215000-40220000	WIPF2
17:40285000-40290000	CDC6
17:40305000-40310000	RARA
17:40360000-40365000	GJD3
17:40415000-40420000	TOP2A
17:40440000-40445000	IGFBP4
17:40500000-40505000	TNS4
17:40565000-40570000	CCR7
17:40645000-40650000	SMARCE1
17:40665000-40670000	RP5-1028K7.3
17:40665000-40670000	KRT222
17:40700000-40705000	KRT24
17:40755000-40760000	KRT25
17:40770000-40775000	KRT26
17:40780000-40785000	KRT27
17:40795000-40800000	KRT28
17:40820000-40825000	KRT10
17:40865000-40870000	KRT12
17:40885000-40890000	KRT20
17:40935000-40940000	KRT23
17:40965000-40970000	KRT39
17:40985000-40990000	KRT40
17:40990000-40995000	KRTAP3-3
17:40995000-41000000	KRTAP3-2
17:41015000-41020000	KRTAP3-1
17:41025000-41030000	KRTAP1-5
17:41030000-41035000	KRTAP1-4
17:41030000-41035000	KRTAP1-3
17:41040000-41045000	KRTAP1-1
17:41045000-41050000	KRTAP2-1
17:41055000-41060000	KRTAP2-2
17:41060000-41065000	KRTAP2-3
17:41065000-41070000	KRTAP2-4
17:41080000-41085000	KRTAP4-7
17:41095000-41100000	KRTAP4-8
17:41100000-41105000	KRTAP4-16
17:41105000-41110000	KRTAP4-9
17:41115000-41120000	KRTAP4-11
17:41120000-41125000	KRTAP4-12
17:41140000-41145000	KRTAP4-6
17:41145000-41150000	KRTAP4-5
17:41160000-41165000	KRTAP4-4
17:41165000-41170000	KRTAP4-3
17:41175000-41180000	KRTAP4-2
17:41180000-41185000	KRTAP4-1
17:41185000-41190000	KRTAP9-1
17:41225000-41230000	KRTAP9-2
17:41230000-41235000	KRTAP9-3
17:41235000-41240000	KRTAP9-8
17:41245000-41250000	KRTAP9-4
17:41255000-41260000	KRTAP9-9
17:41265000-41270000	KRTAP9-6
17:41275000-41280000	KRTAP9-7
17:41300000-41305000	KRTAP29-1
17:41305000-41310000	KRTAP16-1
17:41315000-41320000	KRTAP17-1
17:41350000-41355000	KRT33A
17:41365000-41370000	KRT33B
17:41380000-41385000	KRT34
17:41395000-41400000	KRT31
17:41420000-41425000	KRT37
17:41440000-41445000	KRT38
17:41465000-41470000	KRT32
17:41480000-41485000	KRT35
17:41490000-41495000	KRT36
17:41505000-41510000	KRT13
17:41520000-41525000	KRT15
17:41525000-41530000	KRT19
17:41570000-41575000	KRT9
17:41585000-41590000	KRT14
17:41615000-41620000	KRT16
17:41620000-41625000	KRT17
17:41685000-41690000	EIF1
17:41710000-41715000	GAST
17:41730000-41735000	HAP1
17:41785000-41790000	JUP
17:41810000-41815000	P3H4
17:41810000-41815000	FKBP10
17:41835000-41840000	NT5C3B
17:41835000-41840000	KLHL10
17:41865000-41870000	KLHL11
17:41930000-41935000	ACLY
17:41930000-41935000	ODAD4
17:41965000-41970000	CNP
17:42010000-42015000	NKIRAS2
17:42020000-42025000	DNAJC7
17:42050000-42055000	C17orf113
17:42095000-42100000	ZNF385C
17:42110000-42115000	DHX58
17:42120000-42125000	KAT2A
17:42120000-42125000	HSPB9
17:42150000-42155000	CTD-2132N18.3
17:42155000-42160000	RAB5C
17:42180000-42185000	KCNH4
17:42185000-42190000	HCRT
17:42190000-42195000	GHDC
17:42275000-42280000	STAT5B
17:42285000-42290000	STAT5A
17:42385000-42390000	STAT3
17:42420000-42425000	CAVIN1
17:42455000-42460000	ATP6V0A1
17:42535000-42540000	NAGLU
17:42550000-42555000	HSD17B1
17:42560000-42565000	COASY
17:42565000-42570000	MLX
17:42575000-42580000	PSMC3IP
17:42605000-42610000	TUBG1
17:42610000-42615000	RETREG3
17:42655000-42660000	TUBG2
17:42675000-42680000	PLEKHH3
17:42680000-42685000	CCR10
17:42680000-42685000	CNTNAP1
17:42745000-42750000	EZH1
17:42755000-42760000	RAMP2
17:42770000-42775000	VPS25
17:42780000-42785000	WNK4
17:42795000-42800000	COA3
17:42795000-42800000	CNTD1
17:42820000-42825000	PSME3
17:42830000-42835000	BECN1
17:42840000-42845000	AOC2
17:42850000-42855000	AOC3
17:42900000-42905000	G6PC1
17:42960000-42965000	AARSD1
17:42980000-42985000	PTGES3L-AARSD1
17:42980000-42985000	PTGES3L
17:42980000-42985000	RUNDC1
17:42995000-43000000	RPL27
17:43005000-43010000	IFI35
17:43025000-43030000	VAT1
17:43025000-43030000	RND2
17:43170000-43175000	BRCA1
17:43170000-43175000	NBR1
17:43210000-43215000	TMEM106A
17:43305000-43310000	CCDC200
17:43395000-43400000	ARL4D
17:43480000-43485000	DHX8
17:43575000-43580000	ETV4
17:43660000-43665000	MEOX1
17:43755000-43760000	SOST
17:43775000-43780000	DUSP3
17:43780000-43785000	CFAP97D1
17:43830000-43835000	MPP3
17:43845000-43850000	CD300LG
17:43905000-43910000	MPP2
17:43940000-43945000	PPY
17:44000000-44005000	PYY
17:44000000-44005000	NAGS
17:44020000-44025000	TMEM101
17:44065000-44070000	LSM12
17:44070000-44075000	G6PC3
17:44120000-44125000	HDAC5
17:44140000-44145000	HROB
17:44170000-44175000	ASB16
17:44185000-44190000	TMUB2
17:44200000-44205000	ATXN7L3
17:44220000-44225000	UBTF
17:44265000-44270000	SLC4A1
17:44305000-44310000	RUNDC3A
17:44320000-44325000	SLC25A39
17:44345000-44350000	GRN
17:44360000-44365000	FAM171A2
17:44385000-44390000	ITGA2B
17:44500000-44505000	GPATCH8
17:44555000-44560000	FZD2
17:44655000-44660000	MEIOC
17:44685000-44690000	CCDC43
17:44705000-44710000	DBF4B
17:44755000-44760000	ADAM11
17:44830000-44835000	GJC1
17:44845000-44850000	HIGD1B
17:44895000-44900000	EFTUD2
17:44895000-44900000	CCDC103
17:44895000-44900000	FAM187A
17:44915000-44920000	GFAP
17:44945000-44950000	KIF18B
17:44955000-44960000	NMT1
17:44965000-44970000	C1QL1
17:45060000-45065000	DCAKD
17:45130000-45135000	PLCD3
17:45130000-45135000	ACBD4
17:45145000-45150000	HEXIM1
17:45160000-45165000	HEXIM2
17:45220000-45225000	FMNL1
17:45260000-45265000	SPATA32
17:45315000-45320000	MAP3K14
17:45430000-45435000	ARHGAP27
17:45490000-45495000	PLEKHM1
17:45620000-45625000	LINC02210-CRHR1
17:45780000-45785000	CRHR1
17:45840000-45845000	SPPL2C
17:45890000-45895000	MAPT
17:45995000-46000000	STH
17:46225000-46230000	KANSL1
17:46290000-46295000	LRRC37A
17:46360000-46365000	ARL17B
17:46510000-46515000	LRRC37A2
17:46575000-46580000	ARL17A
17:46590000-46595000	NSF
17:46830000-46835000	WNT3
17:46830000-46835000	WNT9B
17:46920000-46925000	GOSR2
17:46920000-46925000	RP11-156P1.2
17:46975000-46980000	RPRML
17:47185000-47190000	CDC27
17:47200000-47205000	MYL4
17:47250000-47255000	ITGB3
17:47250000-47255000	RP11-290H9.2
17:47320000-47325000	EFCAB13
17:47520000-47525000	NPEPPS
17:47645000-47650000	KPNB1
17:47690000-47695000	TBKBP1
17:47730000-47735000	TBX21
17:47820000-47825000	OSBPL7
17:47830000-47835000	MRPL10
17:47830000-47835000	LRRC46
17:47840000-47845000	SCRN2
17:47855000-47860000	SP6
17:47895000-47900000	SP2
17:47940000-47945000	PNPO
17:47955000-47960000	PRR15L
17:47965000-47970000	CDK5RAP3
17:48035000-48040000	COPZ2
17:48045000-48050000	NFE2L1
17:48100000-48105000	CBX1
17:48100000-48105000	SNX11
17:48430000-48435000	SKAP1
17:48530000-48535000	HOXB1
17:48545000-48550000	HOXB2
17:48575000-48580000	HOXB4
17:48590000-48595000	HOXB5
17:48600000-48605000	HOXB3
17:48600000-48605000	HOXB6
17:48615000-48620000	HOXB8
17:48625000-48630000	HOXB9
17:48630000-48635000	HOXB7
17:48720000-48725000	PRAC1
17:48720000-48725000	PRAC2
17:48725000-48730000	HOXB13
17:48815000-48820000	TTLL6
17:48830000-48835000	CALCOCO2
17:48890000-48895000	ATP5MC1
17:48905000-48910000	UBE2Z
17:48940000-48945000	SNF8
17:48965000-48970000	GIP
17:48995000-49000000	IGF2BP1
17:49130000-49135000	B4GALNT2
17:49210000-49215000	GNGT2
17:49210000-49215000	ABI3
17:49230000-49235000	PHOSPHO1
17:49360000-49365000	ZNF652
17:49410000-49415000	PHB
17:49495000-49500000	NGFR
17:49575000-49580000	NXPH3
17:49675000-49680000	SPOP
17:49705000-49710000	SLC35B1
17:49785000-49790000	FAM117A
